"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"Dnajb5",197,253,225,183,473,217,405,427,538,474,364,319
"Dnajb6",5935,7199,6543,4973,5670,3001,4807,5753,4314,3890,4161,4265
"Dnajb7",0,0,0,0,1,0,0,0,0,0,0,1
"Dnajb8",0,0,0,0,0,0,0,0,0,0,0,0
"Dnajb9",410,454,396,248,603,345,505,613,429,452,363,299
"Dnajc1",357,361,273,234,553,275,471,515,547,668,600,580
"Dnajc10",2646,2798,2482,1931,4703,2303,3985,4541,3929,4522,3355,3879
"Dnajc11",3005,3571,3187,2630,4458,2008,4005,4729,3010,2826,3614,3052
"Dnajc12",71,85,79,69,90,51,91,106,76,123,118,132
"Dnajc13",7983,8248,7642,5999,12003,5505,10019,11625,6800,5624,5832,6599
"Dnajc14",901,1080,983,801,1434,682,1344,1642,1389,1759,1893,2180
"Dnajc15",414,457,356,303,504,222,436,499,385,401,474,405
"Dnajc16",345,414,347,260,584,304,540,600,491,546,659,678
"Dnajc17",257,335,284,207,340,142,331,345,255,241,372,288
"Dnajc18",474,477,399,301,891,403,788,888,836,1009,921,957
"Dnajc19",587,749,569,468,752,342,617,706,592,503,534,466
"Dnajc2",6004,6143,5434,4438,5233,2568,4359,5099,3858,3897,3860,3579
"Dnajc21",4138,4351,3933,3171,2506,1368,2368,2940,1791,1723,1618,1294
"Dnajc22",198,173,98,87,149,67,116,120,91,151,126,125
"Dnajc24",229,317,285,212,395,199,317,418,330,278,272,267
"Dnajc25",164,174,181,150,318,135,268,330,244,277,300,348
"Dnajc27",640,734,712,558,994,442,908,1033,711,637,706,643
"Dnajc28",83,83,74,58,148,67,143,154,180,195,199,133
"Dnajc3",1204,1066,894,746,3335,1465,2335,2761,2200,2206,1614,1747
"Dnajc30",231,264,208,197,210,104,228,239,228,282,334,452
"Dnajc4",134,177,131,90,124,61,129,168,124,150,166,183
"Dnajc5",2322,2475,2177,1683,3309,1496,2867,3524,3297,4274,3763,4462
"Dnajc5b",0,0,1,0,0,0,0,0,0,0,0,0
"Dnajc5g",10,23,7,4,1,2,1,1,0,2,1,0
"Dnajc6",1231,1386,1263,995,813,469,984,1250,411,199,252,149
"Dnajc7",6240,8007,6338,5195,6694,3138,5192,6146,4246,3810,4185,4018
"Dnajc8",6576,6598,5660,4514,6574,3418,5876,6549,4551,4664,6045,5278
"Dnajc9",1465,1396,1281,1116,3458,1533,2659,3201,2587,2452,2655,2656
"Dnal1",217,224,189,179,285,133,277,334,326,428,334,359
"Dnal4",228,291,262,201,280,134,260,303,287,296,330,336
"Dnali1",3,3,2,0,1,1,1,2,0,6,4,2
"Dnase1",0,0,1,0,0,0,0,0,1,0,0,0
"Dnase1l1",21,22,22,14,27,12,32,41,42,73,98,114
"Dnase1l2",6,3,6,5,20,8,17,17,17,36,35,34
"Dnase1l3",1,1,3,0,2,2,1,3,1,2,11,4
"Dnase2a",274,315,360,300,635,282,796,886,362,287,420,365
"Dnase2b",0,0,0,0,0,0,0,0,0,0,0,0
"Dnd1",106,152,116,86,130,69,112,166,104,63,81,70
"Dner",46,61,91,65,33,21,89,120,23,48,36,32
"Dnlz",241,301,308,216,566,241,571,637,531,547,656,744
"Dnm1",238,191,189,144,241,121,344,450,248,256,253,224
"Dnm1l",6564,6462,7017,5422,7817,4049,7083,8423,5820,5991,4297,4088
"Dnm2",1961,2162,2083,1672,2403,1239,2658,3247,2041,2006,2808,3044
"Dnm3",2,2,3,1,5,2,0,8,4,7,4,15
"Dnm3os",30,22,52,14,15,9,8,12,13,6,13,13
"Dnmbp",1218,1284,1200,972,1051,496,1075,1238,1012,1001,1173,1305
"Dnmt1",9547,11065,9824,8079,10108,4970,10155,12648,9007,8730,11337,11571
"Dnmt3a",5098,6645,6135,4708,9506,5162,7254,7611,7572,5078,5014,3873
"Dnmt3aos",1,0,0,0,0,0,0,0,0,0,1,0
"Dnmt3b",7582,7762,10762,7992,52376,25317,44027,44711,42082,26197,25631,17559
"Dnmt3l",3093,4664,4456,3440,1097,710,1183,1895,584,159,365,222
"Dnpep",1072,1368,1055,849,1618,888,1452,1723,1356,1666,1603,1973
"Dnph1",564,759,660,523,705,322,686,744,672,494,450,418
"Dntt",0,0,0,0,0,0,0,0,0,0,0,0
"Dnttip1",270,322,280,225,548,264,470,510,599,751,896,938
"Dnttip2",6192,6675,5489,4592,5657,2888,4873,5766,3855,3785,4545,4110
"Doc2a",75,69,77,62,239,100,175,204,145,98,80,43
"Doc2b",5,6,5,3,17,10,11,10,49,53,33,69
"Doc2g",57,51,55,37,120,38,106,103,129,186,202,187
"Dock1",3781,3710,4110,3288,3782,1986,4210,5003,3719,4465,4980,5045
"Dock10",13,10,6,3,21,12,5,7,18,18,25,37
"Dock11",984,1056,1071,774,3441,1735,3240,3586,3038,4097,3435,3182
"Dock2",46,89,43,28,30,23,12,15,26,11,3,3
"Dock3",412,428,304,272,544,254,402,430,358,224,188,156
"Dock4",453,506,310,269,624,362,430,456,664,657,591,599
"Dock5",3501,3140,3168,2608,2204,928,1848,2178,1678,1323,1492,1409
"Dock6",5451,5623,5324,4601,2033,1122,2518,3121,2124,1923,2535,2857
"Dock7",1850,1919,1542,1092,3273,1486,2752,3011,4200,4613,4373,4647
"Dock8",13,21,11,7,30,11,24,52,52,175,309,281
"Dock9",1547,1450,1277,1034,2371,1060,1821,2379,1540,1915,2918,3514
"Dohh",1095,1369,1222,989,1477,675,1363,1734,960,927,1315,1186
"Dok1",44,49,59,48,141,49,149,163,142,178,246,261
"Dok2",145,118,178,139,163,73,113,157,132,66,72,66
"Dok3",11,21,14,11,25,4,18,25,28,22,27,35
"Dok4",115,127,125,80,201,91,191,253,182,1199,1852,3544
"Dok5",4,3,7,4,156,82,172,240,153,142,123,70
"Dok6",1,1,0,0,5,0,6,4,3,2,4,0
"Dok7",1,0,1,1,6,4,7,8,4,7,4,5
"Dolk",101,121,121,88,189,74,207,198,205,216,227,321
"Dolpp1",501,588,473,415,679,314,609,769,635,620,641,629
"Donson",616,601,603,478,930,437,805,979,826,856,730,867
"Dopey1",843,921,706,587,870,428,812,1073,600,586,656,697
"Dopey2",424,459,398,293,590,309,497,589,599,558,544,638
"Dot1l",3389,3836,3545,2908,4376,2151,4555,5483,3639,3443,4993,4821
"Doxl2",0,0,0,0,0,0,0,0,0,0,0,0
"Dpagt1",331,383,325,256,638,317,587,680,642,773,777,1021
"Dpcd",198,237,208,159,269,120,239,270,256,303,262,229
"Dpcr1",52,92,64,42,12,13,17,19,22,15,21,11
"Dpep1",1,0,1,3,0,2,1,1,1,1,3,0
"Dpep2",5,8,6,5,0,1,0,1,1,1,0,2
"Dpep3",4,3,2,9,12,5,4,7,4,1,1,1
"Dpf1",329,463,338,339,380,189,316,389,250,294,457,438
"Dpf2",1880,2192,1773,1508,2427,1242,2352,2766,2393,2566,2636,2834
"Dpf3",7,17,8,5,10,3,5,24,74,207,494,614
"Dph1",229,294,242,217,315,159,303,366,346,354,410,315
"Dph2",315,509,383,339,610,290,549,611,409,369,423,396
"Dph3",914,987,776,657,1162,559,866,1171,788,695,616,602
"Dph5",539,628,533,426,567,262,516,639,455,511,615,583
"Dph6",1017,1032,977,771,1091,558,960,1168,822,813,704,620
"Dph7",454,522,410,302,463,248,382,472,482,458,446,422
"Dpm1",30,29,37,18,42,18,46,49,43,36,23,30
"Dpm2",342,363,327,269,458,258,539,564,435,398,475,554
"Dpm3",99,192,127,99,94,48,85,109,164,169,155,177
"Dpp10",1,1,1,4,13,9,6,12,37,31,18,8
"Dpp3",2494,3384,2919,2275,3891,1961,3718,4266,3250,3553,3758,4174
"Dpp4",1014,985,893,652,163,71,86,129,158,74,100,304
"Dpp6",18,32,44,29,361,176,287,309,268,215,195,115
"Dpp7",243,359,322,272,854,377,800,979,359,276,393,428
"Dpp8",1356,1322,1295,990,1759,924,1605,1795,2005,2348,2052,2346
"Dpp9",1262,1456,1332,1061,1916,946,1815,2186,1684,1737,2019,2352
"Dppa1",0,0,0,0,0,0,0,0,0,0,0,0
"Dppa2",4008,4852,3730,3168,2200,1099,1878,2639,675,184,338,166
"Dppa3",729,991,1418,1191,600,307,1540,2255,343,169,400,259
"Dppa4",2736,3468,3151,2577,1878,857,1703,2258,911,299,550,290
"Dppa5a",14252,17037,16945,13223,8942,4243,10902,14422,2813,893,1977,980
"Dpt",0,0,3,2,0,0,1,0,0,0,0,0
"Dpy19l1",2236,2078,2126,1661,3172,1653,2617,3044,2325,2309,1666,1655
"Dpy19l2",1,1,0,1,1,3,4,4,2,3,1,4
"Dpy19l3",422,532,443,314,804,389,644,776,790,816,828,868
"Dpy19l4",576,552,540,439,1003,454,731,862,818,838,699,779
"Dpy30",2731,3063,2604,2111,2475,1222,2210,2636,1931,1503,1649,1489
"Dpyd",0,1,2,2,7,9,7,6,34,58,11,30
"Dpys",128,140,177,127,23,16,34,41,16,7,15,15
"Dpysl2",1151,1246,1484,1108,6832,2981,5288,6124,6923,7713,6240,7550
"Dpysl3",694,1029,663,500,1169,716,772,868,1476,1703,1218,1981
"Dpysl4",36,57,26,22,77,46,44,62,200,140,73,45
"Dpysl5",346,425,435,314,2444,1201,2348,2551,2578,3602,3561,3773
"Dqx1",43,39,38,33,56,21,68,76,99,137,121,130
"Dr1",2440,2459,2160,1681,2401,1362,2151,2649,2122,1980,1231,1210
"Dram1",11,14,11,8,41,14,16,24,31,20,13,16
"Dram2",283,313,204,156,331,186,260,383,358,540,237,382
"Drap1",711,983,843,695,1045,450,967,1136,936,956,1133,1339
"Draxin",35,42,31,24,39,12,26,51,80,76,145,129
"Drc1",22,43,45,28,46,30,37,36,14,13,5,7
"Drc3",47,59,29,26,17,13,14,20,43,56,22,27
"Drc7",25,27,24,14,12,7,9,8,8,22,6,6
"Drd1",0,0,0,1,6,2,4,10,2,1,3,2
"Drd2",1,1,0,0,13,3,4,11,7,2,3,1
"Drd3",3,0,1,1,0,0,0,0,0,0,0,0
"Drd4",2,0,2,0,2,2,1,4,6,8,5,5
"Drd5",0,0,0,1,0,0,6,0,1,0,2,0
"Dreh",0,0,0,0,0,0,1,0,0,0,0,0
"Drg1",3351,4053,3327,2699,3675,1738,3262,3775,3066,3450,2835,3056
"Drg2",1616,2027,1632,1302,1929,1013,1701,2021,1586,1924,1935,2150
"Drosha",9224,9657,9931,7658,8789,4527,8535,10308,7157,6981,8701,8453
"Drp2",27,33,20,15,34,14,23,46,27,50,41,56
"Dsc1",0,0,0,0,0,0,0,1,0,4,3,1
"Dsc2",30,28,64,40,332,167,416,448,366,483,434,627
"Dsc3",3,1,0,1,5,7,10,8,1,0,1,1
"Dscam",7,16,5,9,18,7,18,17,29,56,79,85
"Dscaml1",10,16,14,11,67,28,60,95,53,36,43,27
"Dscc1",268,365,257,196,504,220,398,466,322,259,336,311
"Dscr3",596,744,735,563,1383,644,1244,1485,894,974,976,1075
"Dse",2735,2898,2439,1914,2279,1269,1884,2319,1534,1625,1626,1781
"Dsel",374,415,357,260,925,462,760,787,1084,939,368,325
"Dsg1a",0,0,0,0,0,0,0,0,0,0,0,0
"Dsg1b",2,2,1,1,1,0,1,1,2,0,1,0
"Dsg1c",0,0,0,0,0,0,0,0,0,0,0,0
"Dsg2",2157,1940,1913,1632,1458,738,2176,2652,843,1141,1760,2306
"Dsg3",5,4,0,3,0,2,0,0,0,0,0,1
"Dsg4",0,0,0,0,1,0,1,1,0,0,0,1
"Dsn1",727,775,723,568,1204,567,1184,1287,851,1023,878,983
"Dsp",660,687,1147,885,3022,1188,4266,5269,4840,9692,16077,20153
"Dspp",0,0,0,0,0,0,0,1,0,0,0,0
"Dst",10394,12868,13449,10041,17472,7872,14325,18727,9972,9760,12054,12617
"Dstn",12586,12586,13238,10343,14504,6449,11842,14131,11281,11720,9822,10646
"Dstyk",497,555,384,301,572,299,594,681,661,699,740,820
"Dtd1",504,648,565,404,860,406,765,814,558,485,480,375
"Dtd2",365,427,333,265,322,135,291,360,279,245,217,226
"Dthd1",0,0,0,0,0,0,0,1,0,0,0,0
"Dtl",2945,3063,2473,1969,3055,1753,2779,3373,2675,2741,2128,2044
"Dtna",133,187,156,132,1069,495,622,713,699,327,197,76
"Dtnb",702,766,695,519,1249,663,1320,1408,1097,798,916,708
"Dtnbp1",167,208,143,116,585,302,487,600,502,489,553,511
"Dtwd1",421,450,442,350,567,228,456,497,424,499,411,368
"Dtwd2",501,609,528,445,615,311,523,674,352,253,226,199
"Dtx1",554,629,542,392,747,339,661,678,398,236,199,104
"Dtx2",594,645,574,442,787,427,834,1055,666,625,813,847
"Dtx3",612,643,656,508,1604,847,1585,1716,1706,1879,2300,2447
"Dtx3l",1082,1186,1007,774,1408,772,1173,1268,1262,925,842,478
"Dtx4",186,155,237,188,1075,463,792,929,1422,672,434,210
"Dtymk",2004,2537,2340,2008,2126,1066,1904,2398,1649,1370,1501,1500
"Dubr",57,61,42,56,45,21,37,56,43,51,65,101
"Duox1",16,20,7,7,5,4,4,8,6,1,2,1
"Duox2",3,1,1,1,3,3,5,6,1,1,2,1
"Duoxa1",1,1,1,0,3,0,1,4,2,0,0,0
"Duoxa2",0,0,0,0,0,3,0,1,0,0,2,0
"Dupd1",0,0,0,0,0,0,0,0,0,0,3,0
"Dus1l",1326,1696,1468,1136,1716,918,1553,1840,1457,1432,1529,1504
"Dus2",511,635,604,481,422,210,453,494,331,407,412,505
"Dus3l",1297,1566,1541,1171,1903,875,1571,1979,1196,1015,1298,1309
"Dus4l",498,537,404,314,300,186,286,321,339,310,314,301
"Dusp1",999,1214,920,701,842,462,893,1065,586,550,662,683
"Dusp10",23,40,39,20,144,80,135,172,185,279,309,363
"Dusp11",2470,2222,2492,1921,3653,1606,3368,3995,3042,3429,3009,3057
"Dusp12",589,819,705,533,684,316,568,674,440,476,402,457
"Dusp13",2,0,1,0,0,1,1,0,0,1,2,3
"Dusp14",161,179,119,98,110,68,121,162,65,71,89,64
"Dusp15",1,3,2,1,21,8,7,9,12,14,7,8
"Dusp16",1439,2040,1150,907,2240,1161,1998,2421,2016,1874,1891,1917
"Dusp18",92,110,81,67,279,139,204,249,281,401,255,312
"Dusp19",107,123,108,110,147,74,119,157,114,189,159,155
"Dusp2",11,12,14,7,75,30,47,61,81,207,156,287
"Dusp21",0,0,0,0,0,0,0,0,0,0,0,0
"Dusp22",154,156,142,147,302,142,302,314,326,481,405,528
"Dusp23",5,5,3,3,21,8,15,10,24,27,34,39
"Dusp26",7,11,6,1,73,42,42,48,44,46,49,98
"Dusp27",1023,1358,1363,1138,374,227,413,678,238,84,228,188
"Dusp28",54,75,40,32,49,35,49,63,68,57,76,72
"Dusp3",303,445,403,308,1395,640,1414,1532,951,862,815,958
"Dusp4",383,470,749,598,3134,1878,3352,3850,2289,3581,3223,3135
"Dusp5",144,115,109,82,112,51,128,202,177,224,256,229
"Dusp6",1848,2067,2021,1610,6961,3031,5579,5976,4956,3863,4583,2470
"Dusp7",663,630,594,455,1447,717,1315,1595,1391,1175,1355,1296
"Dusp8",4,11,9,14,115,42,151,184,145,135,139,238
"Dusp9",2012,2278,1854,1500,1174,622,1831,2300,951,1772,2141,2976
"Dut",3951,5199,4864,3695,6554,2901,5311,6679,4513,3705,4505,3826
"Dux",0,1,0,5,2,1,1,1,0,0,1,0
"Duxbl1",0,0,0,0,0,0,0,0,0,0,0,0
"Duxbl2",0,0,0,0,0,0,0,0,0,0,0,0
"Duxbl3",0,0,0,0,0,0,0,0,0,0,0,0
"Dvl1",694,806,743,513,1282,561,1140,1401,1048,1048,1382,1609
"Dvl2",1827,2442,1993,1579,3391,1669,3135,3844,2578,2757,2975,3332
"Dvl3",960,1007,956,728,1697,810,1786,2051,2047,2432,2994,3582
"Dxo",344,401,391,302,463,249,456,552,408,516,519,600
"Dydc1",0,0,0,0,0,0,2,2,2,3,1,3
"Dydc2",1,0,0,1,0,0,1,2,4,0,1,0
"Dym",1335,1242,1020,775,1418,661,1216,1448,1172,1225,1377,1530
"Dynap",0,1,0,2,0,0,0,0,0,0,0,0
"Dync1h1",14989,16824,15717,12116,24454,11171,21655,27492,18721,17657,21967,23015
"Dync1i1",47,69,12,10,56,33,24,49,20,16,7,4
"Dync1i2",3170,3303,2915,2322,4396,2216,3727,4448,3766,4362,4018,4647
"Dync1li1",2375,2330,2104,1734,2973,1347,2409,2867,2126,1942,2185,2172
"Dync1li2",1876,2326,1872,1536,2985,1456,2515,3036,2559,2969,2475,2905
"Dync2h1",929,1067,977,772,2062,1008,1613,1976,2022,2267,1913,1982
"Dync2li1",222,248,204,141,208,107,221,277,233,294,251,257
"Dynll1",4396,5061,4478,3541,7091,3315,6277,7282,6250,6053,5682,6482
"Dynll2",1531,2571,2162,1872,3543,1735,3834,4814,3079,2875,2755,2706
"Dynlrb1",1035,1170,953,811,1348,681,1430,1557,1357,1400,1236,1303
"Dynlrb2",0,2,2,1,1,0,0,2,2,4,2,1
"Dynlt1a",257,263,263,218,381,168,377,351,436,557,517,567
"Dynlt1b",9,10,9,2,10,2,10,6,11,12,16,13
"Dynlt1c",0,0,0,0,0,0,0,0,0,0,0,0
"Dynlt1f",3,3,5,2,4,5,8,6,7,12,16,18
"Dynlt3",277,278,262,220,272,113,265,397,375,537,349,372
"Dyrk1a",3088,3251,2833,2287,4625,2335,4185,5162,3692,3861,3869,4029
"Dyrk1b",121,152,158,100,434,199,404,448,580,637,686,897
"Dyrk2",219,232,210,163,610,299,516,534,691,836,1013,1322
"Dyrk3",1301,1347,1327,1065,1033,592,1114,1433,710,505,610,608
"Dyrk4",5,9,2,2,2,0,1,3,5,3,5,6
"Dysf",273,255,430,356,375,176,450,572,598,672,819,861
"Dytn",0,0,0,0,1,0,0,0,0,1,0,0
"Dyx1c1",91,114,82,57,51,26,37,56,49,70,55,39
"Dzank1",56,61,52,48,74,38,47,66,58,69,45,38
"Dzip1",480,439,410,310,1226,532,920,1276,986,954,938,1169
"Dzip1l",158,238,216,165,777,378,683,884,881,1016,1137,1264
"Dzip3",2740,2879,2120,1666,1677,865,1455,1728,2348,2769,1425,1582
"E030003E18Rik",0,0,0,0,0,0,0,0,0,0,0,0
"E030011O05Rik",9,10,18,13,2,1,4,6,2,0,4,1
"E030013I19Rik",0,0,0,0,1,2,0,0,0,1,3,3
"E030018B13Rik",0,0,0,0,0,0,0,0,0,0,1,0
"E030019B13Rik",0,0,0,0,0,0,0,0,0,1,0,0
"E030024N20Rik",34,36,41,27,84,34,71,83,62,78,54,62
"E030025P04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"E030030I06Rik",50,57,51,42,104,50,99,107,79,92,88,84
"E030044B06Rik",7,6,6,1,18,5,20,29,9,1,5,6
"E130006D01Rik",2,3,0,0,1,2,3,0,1,4,3,5
"E130008D07Rik",2,5,6,3,1,2,2,2,4,1,0,2
"E130018N17Rik",13,18,21,11,4,1,3,11,2,13,12,7
"E130102H24Rik",58,78,75,46,96,31,109,126,90,93,108,70
"E130112N10Rik",3,21,11,7,11,12,12,17,20,20,27,13
"E130114P18Rik",0,0,0,0,0,1,0,0,0,0,0,0
"E130201H02Rik",1,2,0,0,1,0,0,0,0,1,0,0
"E130215H24Rik",0,0,0,0,2,0,1,1,2,0,0,0
"E130218I03Rik",1,2,0,3,0,0,1,0,1,0,1,0
"E130304I02Rik",0,2,0,1,3,3,2,2,0,3,3,1
"E130307A14Rik",20,15,26,14,20,17,18,25,61,85,70,80
"E130308A19Rik",587,651,476,422,888,448,761,867,1070,996,924,934
"E130309D02Rik",602,668,605,449,932,500,973,1177,842,831,1063,1247
"E130310I04Rik",0,1,0,0,0,0,0,0,5,3,0,2
"E130311K13Rik",75,82,67,34,60,25,47,61,56,70,78,72
"E130317F20Rik",83,122,98,81,233,137,225,266,288,402,440,389
"E230013L22Rik",0,0,0,1,3,7,7,3,8,3,8,2
"E230016K23Rik",29,44,40,34,39,20,29,32,31,19,22,24
"E230016M11Rik",8,13,15,9,6,3,6,13,9,14,11,13
"E230025N22Rik",9,8,5,5,5,4,9,7,8,15,14,8
"E230029C05Rik",1,2,0,0,0,0,0,0,0,0,3,0
"E2f1",772,847,733,610,647,368,670,882,808,861,914,961
"E2f2",556,595,426,384,227,114,227,324,243,223,312,259
"E2f3",2025,2182,2015,1712,2994,1557,2794,3276,2773,2769,2678,2814
"E2f4",4442,5282,4676,3645,5052,2372,4892,5502,4041,3790,4796,4450
"E2f5",821,734,728,581,1052,594,1048,1236,1397,1667,1376,1663
"E2f6",479,557,474,365,840,380,787,972,847,1001,761,857
"E2f7",1146,1264,1241,939,2139,962,1991,2359,1538,1592,2008,2162
"E2f8",3156,3446,3390,2792,2153,1066,2040,2545,1427,1156,1474,1379
"E330009J07Rik",54,74,56,31,195,103,167,192,240,310,387,358
"E330011O21Rik",0,0,1,0,0,0,1,1,1,2,3,6
"E330012B07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"E330013P04Rik",0,0,0,0,0,1,0,0,3,2,0,1
"E330014E10Rik",0,0,0,0,0,0,0,0,0,0,0,0
"E330017A01Rik",0,1,0,0,1,1,0,0,0,0,0,0
"E330017L17Rik",0,1,0,0,1,0,0,0,0,0,0,0
"E330020D12Rik",41,68,76,55,36,25,41,56,41,30,35,28
"E330021D16Rik",1,4,9,3,0,1,1,1,1,0,1,1
"E330023G01Rik",8,4,7,5,15,4,11,18,10,12,11,8
"E330033B04Rik",116,113,116,89,334,95,222,223,350,360,230,273
"E330034G19Rik",1,2,1,2,1,3,2,2,2,1,2,2
"E430016F16Rik",0,1,0,0,0,0,0,0,0,0,0,0
"E430018J23Rik",36,56,68,45,120,55,107,107,140,152,172,176
"E4f1",405,463,386,308,587,246,524,635,550,690,868,939
"E530001F21Rik",33,62,38,33,4,4,4,9,7,4,2,0
"E530011L22Rik",15,16,23,19,62,28,51,70,70,71,73,82
"ERCC-00002",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00003",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00004",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00009",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00012",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00013",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00014",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00016",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00017",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00019",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00022",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00024",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00025",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00028",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00031",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00033",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00034",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00035",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00039",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00040",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00041",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00042",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00043",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00044",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00046",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00048",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00051",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00053",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00054",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00057",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00058",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00059",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00060",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00061",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00062",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00067",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00069",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00071",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00073",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00074",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00075",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00076",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00077",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00078",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00079",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00081",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00083",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00084",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00085",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00086",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00092",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00095",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00096",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00097",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00098",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00099",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00104",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00108",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00109",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00111",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00112",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00113",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00116",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00117",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00120",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00123",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00126",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00130",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00131",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00134",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00136",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00137",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00138",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00142",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00143",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00144",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00145",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00147",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00148",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00150",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00154",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00156",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00157",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00158",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00160",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00162",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00163",0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00164",0,0,0,0,0,0,0,0,0,0,0,0
