"","MD-R-EB-10","MD-R-EB-11","MD-R-EB-12","MD-R-EB-9"
"Nemp1",20.1233,22.4511,25.6833,20.1632
"Gm16230",0.4398,0.9073,0.975,0.2481
"Myo1a",1.7273,1.4001,1.9489,1.1835
"Tac2",0.9976,0.9434,0.9215,0.0938
"Zbtb39",47.3614,45.6056,44.8932,40.865
"Gpr182",1.3328,1.5243,1.67,1.5694
"Rdh1",0.204,0.2406,0.0646,0
"Rdh16f1",0,0,0,0
"Rdh9",0,0,0.0354,0
"Rdh16",0.0184,0,0.0409,0
"Rdh18-ps",0,0,0,0
"Rdh19",0,0,0,0
"Rdh16f2",0.2717,0,0,0
"Rdh7",0.0683,0,0,0
"Sdr9c7",0,0.0778,0,0
"Gm15905",0,0,0,0
"Gm15900",0,0,0,0
"Gm23996",0,0,0,0
"Gm47949",0,0,0,0
"Hsd17b6",0.0727,0,0.1613,0
"Gm10120",1.2836,0.9931,2.1343,2.5348
"Prim1",50.2011,50.3204,66.8755,68.2475
"Naca",216.0379,231.3894,239.9429,233.9692
"Ptges3",249.3225,252.7743,467.5129,501.6507
"Gm47438",0.6376,0.9501,1.4136,1.0393
"Atp5b",873.889,854.8318,853.6399,927.1427
"Snord59a",17.0291,12.776,12.0124,20.9636
"Mir677",26.4367,13.6359,21.1647,36.4624
"Gm50449",0,0,0,0
"Baz2a",126.3034,138.2232,115.2242,121.7217
"Rbms2",95.2701,72.7939,62.9559,48.2334
"Gm4556",0,0,0.3577,0
"Gls2",12.6958,15.7503,14.3291,15.2571
"AC135859.1",4.5854,4.6527,7.4993,6.871
"Spryd4",28.6579,30.0111,24.4671,27.7661
"Mip",2.7785,3.4175,3.0799,5.0046
"Timeless",62.7031,73.5352,59.9325,61.879
"Apon",0.9541,0.7874,0.8461,1.1485
"Apof",0.1779,0.1835,0.3286,0
"Stat2",19.7762,19.1247,20.2718,17.3211
"Il23a",1.8354,1.2622,1.5824,1.726
"Gm23241",0,0,2.396,0
"Pan2",41.6886,42.5592,38.5071,33.2955
"Cnpy2",100.0747,95.4933,110.5671,112.6334
"Cs",129.4664,124.4152,114.3749,123.2807
"Gm23182",1.6972,1.7508,2.822,2.8728
"Coq10a",13.3571,14.9732,12.4372,11.5559
"Ankrd52",46.6364,42.8626,40.6918,36.8084
"Gm26308",3.3206,3.4255,1.8404,3.7471
"Mir6914",16.6028,11.9891,16.5637,9.3678
"Mir6915",8.3014,23.9782,20.2445,3.7471
"Gm17201",9.9872,11.5148,10.7451,9.6128
"Slc39a5",2.1625,2.1246,3.1961,2.5565
"Nabp2",68.4979,76.507,67.369,71.2641
"Gm25361",4.5221,15.5497,16.7089,17.01
"Rnf41",43.2071,38.4735,33.8483,32.4567
"Gm26347",1.749,9.0212,4.8469,10.8552
"Mir8105",2.5744,0,0,0
"Smarcc2",80.699,72.8609,62.0302,59.6084
"Myl6",114.0559,111.4293,108.9379,99.3805
"Myl6b",14.2656,12.0929,10.9318,8.3291
"Esyt1",40.53,26.9304,25.9323,18.3943
"Mir6916",5.4552,1.8758,2.0157,4.104
"Gm29585",3.246,2.9402,1.4919,1.3401
"Zc3h10",18.8929,18.061,19.1757,17.221
"Rpl41",1131.5662,1147.3798,935.8842,856.4521
"Gm9176",1.2274,1.0552,1.2472,0.3463
"Pa2g4",555.9226,647.1557,565.468,574.9177
"Gm47275",1.9254,11.9171,9.6041,2.1727
"Erbb3",30.7535,33.3751,25.71,36.5952
"Mir6917",1.878,3.8747,6.2453,4.2386
"Gm47540",0.0393,0.1215,0,0.0886
"Gm9182",0.3586,0,1.3911,0.4046
"Rps26",1996.3274,1778.9478,1825.1235,1882.2019
"Ikzf4",5.8689,7.4079,8.6087,8.1435
"Gm26876",0.3839,0.5941,0.798,0.5957
"Suox",12.4331,11.1694,9.3575,9.319
"Gm6336",1.3971,0.7206,1.0324,1.3138
"Rab5b",40.9043,33.3352,34.5204,27.5723
"Cdk2",53.9546,51.7445,49.6803,47.5612
"Pmel",2.3492,3.8671,3.1581,5.7531
"Dgka",14.8913,16.4784,13.6801,15.9084
"Pym1",99.3537,105.3443,84.8502,99.7354
"Rpsa-ps2",0.9113,0.6715,0.5772,0.8814
"Gm47093",0.3959,0.0681,0.2194,0
"Mmp19",1.6861,1.4718,1.3658,1.3173
"Tmem198b",23.4024,20.8033,16.9922,13.1851
"Dnajc14",39.4616,35.6264,35.1647,27.8146
"Sarnp",76.3166,81.7688,103.5512,101.8047
"Ormdl2",22.4316,22.7864,25.3976,23.6877
"Gdf11",13.1424,13.1212,13.2865,18.1724
"Cd63",72.5562,59.5063,45.4908,40.4119
"Rdh5",5.832,4.8382,4.9728,4.28
"Bloc1s1",20.457,14.4052,15.4791,16.7617
"Itga7",0.6512,0.6718,0.6277,0.5592
"Gm25494",0,0,0,0
"Mettl7b",0.0931,0.0961,0.1032,0
"9030616G12Rik",0,0,0,0
"Olfr9",0,0,0,0
"Olfr763",0,0,0,0
"Olfr764-ps1",0,0,0,0
"Olfr765",0,0,0,0
"Olfr766-ps1",0,0,0,0
"Olfr767",0,0,0,0
"Olfr768",0,0,0,0
"Olfr769",0,0,0,0
"Olfr770",0,0,0,0
"Olfr771",0,0,0,0
"Gm25807",0,0,0,0
"Olfr772",0,0,0,0
"Olfr773",0,0,0,0
"Olfr774",0,0,0,0
"Olfr775",0,0,0,0
"Olfr776",0,0,0,0
"Olfr777",0,0,0,0
"Olfr778-ps1",0,0,0,0
"Gm25764",0,0,0,0
"Olfr779",0,0,0,0
"Olfr780",0,0,0,0
"Olfr781",0,0,0,0
"Olfr782",0,0,0,0
"Olfr783-ps1",0,0,0,0
"Olfr784",0,0,0.0407,0.0414
"Olfr785",0,0,0,0
"Olfr786",0,0,0,0
"Olfr787",0,0.0477,0,0
"Olfr788",0,0,0,0
"Olfr789",0,0,0,0
"Olfr790",0,0,0,0
"Olfr791",0,0,0,0
"Olfr792",0,0,0,0
"Olfr793-ps1",0,0,0,0
"Olfr794",0,0,0,0
"Olfr795-ps1",0,0,0,0
"Gm23252",0,0,0,0
"Olfr796",0,0.0333,0,0
"Olfr797-ps1",0,0,0,0
"Olfr798",0,0,0,0
"Olfr799",0,0,0,0
"Olfr800",0,0,0,0
"Olfr801",0,0,0.0308,0
"Olfr802",0,0,0,0
"Olfr803",0,0,0,0
"Gm24717",0,0,0,0
"Olfr804",0,0,0,0
"Olfr805",0,0,0,0
"Gm24485",0,0,0,0
"Olfr806",0,0,0,0
"Olfr807",0,0,0,0
"Olfr808",0,0,0,0
"Olfr809",0,0,0,0
"Olfr810",0,0,0,0
"Olfr811",0,0,0,0
"Olfr812",0,0,0,0
"Olfr813",0,0,0,0.0536
"Olfr814",0.03,0.0309,0.0998,0.4401
"Olfr815",0,0,0,0
"Olfr816",0,0,0,0
"AC134333.1",0,0,0.1345,0
"Olfr818",0,0,0,0
"Olfr819",0,0,0,0
"Olfr247",0,0,0,0
"Gm10310",0,0,0,0
"Gm43977",0,0,0,0
"Olfr820",0,0,0,0
"Olfr821",0,0,0,0
"Olfr822",0,0,0,0
"Olfr1542-ps1",0,0,0,0
"Olfr823",0,0,0,0
"Gm5181",0,0.2434,0.9155,0.5325
"Olfr824",0,0,0,0
"Gm9560",0,0,0,0
"Olfr825",0,0,0,0
"Gm48514",0,0,0,0
"Olfr826",0,0,0,0
"Olfr827",0,0,0,0
"Neurod4",0,0,0.1139,0.6184
"Tespa1",0,0.0188,0.0807,0.0822
"Vmn2r84",0,0,0.0218,0.0776
"Ctdsp2-ps",2.8251,2.0401,3.1316,2.5504
"Vmn2r85",0.0167,0.0173,0.0371,0.1323
"Vmn2r86",0,0.0322,0,0
"Gm18755",0.1042,0,0.3466,0.1176
"Vmn2r87",0.0687,0.0709,0.0762,0.1551
"Gm35405",0.8592,1.1818,2.2223,3.5551
"Gm31793",2.4844,3.4172,6.7319,6.8532
"Gm23793",0,0,2.1707,2.2098
"Gm26445",0,0,0,0
"Ftl1-ps2",0.2087,0.861,1.1565,0
"Gm44634",0,0,0,0
"Gm7346",0,0,0.2668,0
"Gm25775",0,0,0,0
"Gm18210",0,0.0775,0.0833,0
"Insr",43.0868,40.6479,42.625,32.9161
"Vmn2r-ps88",0.1315,0.5427,0,0
"Gm16180",4.0389,3.7878,1.6281,0.8287
"Arhgef18",22.8393,26.2155,26.0394,28.8448
"Pex11g",3.7096,3.7572,3.5513,3.0445
"Gm44775",0.3147,0.5682,0.5233,0.0888
"Tex45",0.2121,0.2918,0.7055,0.399
"Zfp358",85.1611,68.5962,61.2439,46.3392
"Mcoln1",43.0336,40.4668,34.1548,32.1863
"Pnpla6",36.5838,35.4364,27.7598,30.4461
"Rps23rg1",5.6598,6.1369,5.9533,8.8577
"Rps23-ps2",0,0,0,0.2992
"Camsap3",61.4452,63.2318,53.7504,73.9232
"Xab2",87.5883,89.8759,77.277,79.497
"Gm22204",17.1664,15.1788,14.757,18.1856
"Pet100",24.6033,25.3144,26.3493,23.3535
"Pcp2",1.6294,1.2283,2.084,1.2022
"Stxbp2",94.7269,81.2386,68.7915,59.7733
"Retn",0.1451,0.4491,0.1608,0.4094
"Gm44776",0,0.6204,0,1.0179
"Mcemp1",1.0735,0.8701,1.275,2.2498
"Fcor",7.8906,7.5369,6.8029,12.2021
"Gm39121",1.5275,2.0259,3.6282,3.9398
"Gm45231",0.2153,0.2221,0.1193,0.972
"Trappc5",37.832,38.0974,32.5091,29.4698
"Fcer2a",4.0014,4.6629,4.3123,3.0939
"Clec4g",0.0465,0.096,0,0
"Gm16553",0,0,0,0
"Gm23886",0,0,0,0
"Cd209a",0,0,0,0
"Gm24934",0,0,0,0
"Rprl3",68.7355,146.2963,50.3573,51.7103
"Gm7381",0,0.3939,0,0
"Cd209e",0,0.0656,0,0.0717
"Cd209d",0.2493,0,0,0
"Cd209b",0,0,0.06,0
"Cd209c",0,0,0,0
"Gm7389",0.2383,0.5327,0.3523,0.6276
"Gm45048",0,0,0,0
"Gm7397",0,0,0,0
"Gm45049",0.1938,0.2,0,0
"Gm7407",0,1.2484,1.1179,0.9104
"Gm16589",0.2496,0.5149,0.415,0.2816
"Cd209f",0,0,0,0
"Gm23888",0,0,0,0
"Cd209g",0.0317,0,0.0352,0
"4932443L11Rik",0.932,0.9197,0.3594,0.6859
"Evi5l",7.3783,6.1834,4.8567,4.11
"Prr36",20.9397,28.874,26.2232,32.9599
"Lrrc8e",1.8844,2.2012,2.5189,1.4698
"Map2k7",62.0516,61.9131,67.3909,60.8734
"Gm49320",0.0796,0,0,0
"Tgfbr3l",3.5971,3.5897,2.6004,2.4267
"Snapc2",54.5273,46.3627,39.769,33.3238
"Ctxn1",147.5469,116.228,107.8141,78.1841
"Timm44",119.8119,113.1142,97.1472,80.9032
"Gm26102",4.8405,10.403,10.2842,10.9247
"Elavl1",82.4676,85.5289,92.3583,97.4901
"Ccl25",13.0177,11.9686,16.204,14.4817
"Gm44869",0.3209,0.331,0,0.3621
"Gm45118",0.2777,0,0,0
"Gm7434",0.8423,0,0,0
"Gm45117",0,0.0666,0,0.1457
"Gm6070",0,0,0,0.3085
"Cers4",26.4633,23.811,27.1185,23.4223
"Gm36956",0,0,0,0
"Vmn2r-ps89",0.1134,0,0.1257,0.128
"Zfp958",26.7499,25.5453,54.8992,56.7085
"Gm7451",0.9053,0.9339,0.7298,0.5572
"Gm45224",1.1069,0.2855,0.9202,0
"Gm7461",0.9697,1.8577,2.9175,2.1885
"Gm6410",0.1037,0.4278,0.2298,0.117
"Gm2676",0.9452,1.3651,0.6287,0.2133
"Gm44959",0,0,0,0
"Shcbp1",50.2823,48.0222,62.7375,58.9185
"Gm6334",5.527,5.7016,5.5696,4.536
"Gm44960",0,0,0,0
"Gm9457",0.6159,0.6354,0.3414,0
"Gm44961",0,0,0,0
"Rpl21-ps14",0,0,0,0.2677
"Gm5739",0.0673,0,0.0746,0
"Slc10a2",0,0,0.0306,0.0934
"Gm5605",0,0.2717,0.0973,0.1981
"Gm44693",0.4981,0,0.2761,0
"Gm6426",0.2683,0,0,0.1514
"Gpi-ps",14.2399,13.3693,11.6169,9.2082
"Gm22565",0,0,0,0
"Gm2734",0,0,0,0
"Gm44843",0,0,0,0
"Gm44842",0,0,0,0
"Gm24288",0,0,0,0
"Gm44844",0,0,0,0
"Gm44909",0,0,0,0
"Gm7506",0,0,0,0
"Gm44911",0,0.2226,0,0.4869
"Gm44910",0,0,0,0
"Gm44908",0,0,0,0
"Gm17215",0,0,0,0
"Gm26427",0,0,0,0
"Gm30954",0,0,0,0
"Gm27585",0,0,0,0
"Gm27545",0,0,0,0
"Gm25169",0,0,0,0
"Gm28262",0,0.0198,0,0.065
"Gm45160",0,0,0,0
"Gm31135",0,0.1251,0,0.1369
"Gm31401",0.1561,0,0,0
"Gm45076",0,0,0,0
"A630009H07Rik",0,0,0,0
"Gm31343",0.0467,0,0,0
"Gm2448",0,0,0.2272,0.2313
"D530014G21Rik",0.5855,0,0.4327,0
"Gm31463",0,0.0799,0.1717,0.1748
"Gm45075",1.0591,1.0926,0.587,0.3984
"Efnb2",67.6158,66.2349,85.1403,79.0742
"E230020D15Rik",5.5736,5.349,7.965,6.7717
"Gm45074",5.728,5.0512,7.0663,8.1319
"Gm45073",3.8034,3.9792,6.2193,5.6008
"4921522P10Rik",3.7623,2.4749,4.654,3.5072
"Arglu1",164.9259,184.4847,244.7945,215.5226
"Mir7654",0,0,0,0
"Gm18393",0.1013,0.209,0,0
"Gm44621",0,0,0,0
"Gm44626",0,0,0,0
"Gm44622",0,0.1144,0,0
"Gm44515",0,0,0,0
"4933430N04Rik",0,0,0,0
"4930453L07Rik",0,0,0,0.0898
"Gm44516",0,0.1419,0,0
"Gm39128",0,0,0,0
"Fam155a",0.1577,0.3074,0.408,0.6329
"Gm44542",0,0,0.0294,0
"Gm44541",0,0.122,0,0.1334
"Gm44518",0.0262,0.027,0,0.0296
"4930435N07Rik",0,0.0556,0.1791,0
"Gm44797",0,0.0643,0.1383,0.3519
"Gm44800",0.0618,0.1911,0.0685,0.0697
"Gm44801",0,0.0574,0.1233,0.3765
"Gm44798",0,0.0981,0.1054,0.2682
"Gm44799",0,0,0.2113,0.1076
"2900027M19Rik",0.0258,0.0797,0.1427,0.2616
"Gm44802",0,0,0.0663,0
"Gm47312",0,0,0,0
"Gm44761",0,0,0,0
"Gm10217",0,0,0,0
"Gm10067",0,0,0,0
"Lig4",17.1112,17.7199,22.0435,24.8512
"Abhd13",38.488,39.6583,59.5432,58.2252
"Tnfsf13b",0.1168,0.1549,0.1109,0.1694
"Gm44789",0.0369,0.0381,0,0.2084
"Gm44788",0,0,0,0
"Myo16",0.449,0.2241,0.5458,0.6047
"5330413D20Rik",0,0,0,0
"Gm44786",0,0.1172,0,0
"Gm44785",0,0.1655,0.0889,0
"Gm44784",0,0,0,0
"Gm45045",0.5255,0,0,0
"Gm39129",0,0,0,0
"Rps16-ps3",0,0,0,0
"Gm32540",0,0,0,0
"B930025P03Rik",0,0,0,0.0419
"Gm45044",0,0,0,0
"Gm2814",0,0,0,0
"4833411C07Rik",0.0508,0.0524,0.1125,0
"3930402G23Rik",0.9998,1.7071,2.14,1.7117
"Gm45042",2.7147,1.1202,0,3.0634
"Gm44955",0,1.0321,0,0
"Gm44956",0.0794,0.0409,0,0.0448
"Irs2",95.9884,88.3112,86.821,88.4669
"9530052E02Rik",0.8674,0.9587,0.4121,0.0699
"B830042I05Rik",0,0,0.0784,0
"Gm44714",0,0,0,0
"Gm44717",0,0,0,0
"Gm15418",1.1845,0.3491,1.1254,1.1457
"Col4a1",278.7239,171.9789,145.4135,78.1474
"Gm44716",2.5816,1.9974,1.4309,2.0029
"Col4a2",151.2687,94.3247,72.5399,39.8042
"Gm15419",0.4626,0.1591,0.1709,0.348
"Rab20",4.8556,7.1314,5.8385,8.0797
"Gm20100",0.3025,0.3641,0.1118,0.2845
"E230013L22Rik",0.1852,0.7641,0.3421,0.9055
"Naxd",30.6512,29.0368,25.0042,23.1232
"Cars2",10.2418,9.6835,10.072,11.2717
"Ing1",61.6108,64.3191,75.6643,77.9368
"Ankrd10",66.0566,63.0483,78.6471,79.2875
"Mir7238",0,0,0,0
"Gm45592",5.6016,6.0052,6.8181,3.4705
"1700016D06Rik",0.3553,0.3666,0.3151,0.2406
"Gm7562",0.0452,0.0932,0.1001,0.1529
"4930465I24Rik",0,0,0,0
"Gm7600",0.2919,0.1505,0.1618,0.6587
"Gm6524",0.5557,0.4914,0.352,0.0896
"Gm27854",0,0,0,0
"1700128E19Rik",0,0.0485,0,0
"Gm45420",0,0,0,0.3042
"Arhgef7",27.0629,24.456,24.4232,24.9772
"Gm18991",0.6143,1.1089,0.5107,1.5596
"Gm15875",0.4196,1.2987,0.9303,1.4206
"Tex29",0.6354,0.0936,0.805,0.5122
"Gm39132",0,0.2755,0,0.3013
"Gm45680",0,0,0,0
"B020031H02Rik",0,0,0,0
"A230072I06Rik",0,0,0,0
"Gm29175",0,0,0,0
"Gm33175",0,0,0,0
"Gm22207",0,0,0,0
"Sox1ot",0.0926,0.3982,0.3765,1.2719
"Gm45560",0,0.0803,0.1725,0.5269
"Sox1",2.2049,15.6527,19.3425,54.3911
"Gm25239",0,0,0,0
"Gm33326",0,0,0.0333,0.0678
"4933439N14Rik",0.2108,1.3046,1.1682,3.6868
"D630011A20Rik",0,0,0,0
"Spaca7",0,0,0,0
"Tubgcp3",42.4917,41.4892,35.8673,34.0843
"Gm26483",6.6092,3.409,9.7683,3.7291
"4931415C17Rik",0.3872,0.7588,0.8583,1.3544
"Gm15348",0,0,0,0
"Atp11a",23.7441,20.1274,13.6441,16.2435
"Gm15350",0.7403,0.7637,0.2052,1.2531
"Gm15347",5.6536,2.7626,2.9686,3.6936
"Mcf2l",5.7262,6.6898,8.2351,10.9721
"Gm15353",0.9791,0.6734,2.5325,3.8672
"Gm15351",7.1599,8.9191,9.1348,11.7385
"Gm38671",0,0,0,0
"Gm15349",2.8078,4.0551,3.1125,3.1685
"Gm15352",1.2729,2.1885,0.9407,0
"F7",0.1849,0.1271,0.0683,0.2086
"F10",5.1176,2.1636,2.5574,0.3787
"Proz",0.6813,1.2778,1.2587,1.1183
"Gm17023",9.2056,11.343,9.354,11.2539
"Pcid2",77.9701,83.1539,82.0234,78.6805
"Gm17022",16.6496,17.9446,13.3599,10.0953
"Cul4a",106.854,97.5228,99.9178,87.6969
"Mir7065",0,0,0,0
"Lamp1",508.4287,406.5327,410.3493,429.3406
"Grtp1",9.0125,10.7697,9.4008,14.1499
"Mir1968",3.3694,0,1.8675,1.9011
"2810030D12Rik",0.2417,0.3324,0.2679,0.0909
"Adprhl1",0.0196,0.0202,0.0217,0.0442
"Dcun1d2",16.7659,16.2767,19.1959,18.0644
"E330037G11Rik",1.8988,1.3058,4.0926,2.4998
"Gm25014",5.5611,5.7368,4.9316,6.2755
"9530085L11Rik",6.6623,5.4759,9.3064,6.5402
"Tmco3",13.5675,10.9688,10.8181,9.2725
"Tfdp1",181.6403,186.0903,184.3229,191.5888
"Atp4b",0.0759,0,0.0842,0
"Gm45410",0,0,0,0
"Grk1",0.013,0.0135,0.0289,0.0442
"Tmem255b",0.3623,0.1495,0.7229,0.1635
"Gas6",48.7821,23.0048,29.5043,18.7217
"Gm5608",0.1001,0,0.1664,0.1129
"1700029H14Rik",0.1612,0.499,0.1787,0.182
"Rasa3",25.565,22.5455,22.3319,18.7507
"Cfap97d2",0.0716,0.0985,0.1852,0.5118
"Gm7669",0.1429,0,0.1584,0.1613
"Cdc16",200.174,178.8096,177.2839,147.2736
"Upf3a",28.3224,30.5067,29.7063,29.5802
"AF366264",0,0.0374,0,0
"Champ1",124.0018,134.5592,122.9961,121.66
"Gm47277",1.2187,1.2572,2.7019,0
"Gm24698",7.0498,2.7272,7.8146,5.9666
"Coprs",36.5231,34.6488,34.2105,45.4737
"Gm7676",1.0774,1.1114,0.7962,0.8105
"Fbxo25",32.4014,27.5894,30.2434,26.6629
"Tdrp",13.6641,10.1439,7.8979,8.6735
"Gm5907",0.1589,0.1639,0.5284,0
"Erich1",41.933,37.6089,40.732,35.2053
"Gm45520",1.1281,0.4655,0.8753,1.0821
"Gm10699",2.9581,3.7728,4.4118,3.0346
"Dlgap2",0.9315,1.1147,1.3424,0.3784
"Gm3160",0.5662,0.7788,0.6276,0.4259
"Gm26184",0,0.9021,0,0
"Gm44347",0,0,0,0
"C030037F17Rik",0,0,0,0
"Cln8",21.4328,22.2652,23.2572,20.8888
"Arhgef10",7.9358,8.3661,8.976,9.7273
"Gm16350",1.0274,0.265,1.7084,1.1594
"Kbtbd11",3.13,5.5471,6.5122,5.2348
"5830468F06Rik",0.6226,0.2141,0.4601,0.2342
"Gm37844",0.2517,0.2308,0.217,0.284
"BB014433",0,0,0,0
"Gm45276",0,0,0,0
"Gm45274",0,0,0,0
"Myom2",0.0776,0.04,0.2438,0.1314
"Gm15678",0,0,0,0
"Gm7706",0,0,0,0
"Gm45271",0,0,0,0
"Gm24231",0,0,0,0
"Gm35392",0,0,0,0
"Gm25871",0,0,0,0
"Gm25255",0,0,0,0
"Gm45678",0,0,0,0
"Gm45677",0,0,0,0
"Gm35453",0,0,0,0
"Gm45676",0,0,0,0
"Gm45408",0,0,0,0
"Gm45675",0,0,0,0
"Gm7128",0.2149,0.4434,0,0.2425
"Csmd1",0.0181,0.0124,0,0
"Mir3106",0,0,0,0
"Gm16346",0,0,0.1355,0
"Gm16347",0,0,0,0
"Gm45393",0,0,0,0
"Gm45394",0,0,0,0
"Gm25278",0,0,0,0
"3110080E11Rik",0,0,0,0
"Gm25665",0,0,0,0
"1700014L14Rik",0,0,0,0
"Gm24469",0,0,0,0
"Mcph1",35.7796,37.2732,37.9044,36.07
"Gm25763",2.6642,5.4967,4.922,4.0086
"Gm16725",3.0171,3.0181,2.9391,2.2698
"Gm17149",2.4439,1.8908,4.4023,3.4474
"Angpt2",6.3954,7.0138,5.4718,6.0609
"Agpat5",23.8935,24.725,35.754,31.9863
"Gm45493",3.2209,4.1009,5.1143,4.0276
"Gm35934",0,0,0,0
"Gm45770",0.3719,0.7674,0.2061,0.6296
"Xkr5",12.9194,16.9234,14.6584,17.7009
"Gm22551",0,0,0,0
"Defb40",0.589,0,0.6529,0
"Defb37",0,0,0,0.7345
"Defb38",0,0,0.444,0
"Gm15366",0,0,0,0.1269
"Defb39",0,0,0,0
"Defb12",0,0,0,0
"Defb34",0,0,0,0
"Spag11b",0,0,0,0
"Gm45826",0,0,0,0
"Spag11a",0,0,0,0
"Gm39139",0,0,0,0
"Defb14",0,0,0,0
"Defb4",0,0,0,0
"Defa-ps12",0,0,0,0
"Defb6",0,0,0,0
"Defb46",0,0,0,0
"Defb5",0,0,0,0
"Gm15357",0,0,0,0
"Defb3",0,0,0,0
"Defa-ps13",0,0,0,0
"Defa-ps14",0,0,0,0
"Defb8",0,0,0,0
"Defa-ps15",0,0,0,0
"Rpl19-ps11",0.5815,1.5997,0.8595,0.4375
"Gm27288",0,0,0,0
"Defb7",0,0,0,0
"Gm15358",0,0,0,0
"Gm27852",0,0,0,0
"Gm16425",0.8784,1.1327,1.0549,1.5282
"Selenot-ps",0.1932,0,0.2141,0.218
"Gm35998",0,0,0,0
"Gm6483",10.6319,11.7904,15.6157,9.2983
"Gm7760",0.1982,0,0,0
"4930467E23Rik",0,0,0,0
"Gm10060",69.1483,75.5914,57.2018,39.598
"Gm31371",0,0,0,0
"Gm20786",0.5255,0.2711,0.2913,0
"Gm40466",7.3296,4.4807,7.2221,12.2536
"Gm45754",0,0.4236,0,0
"Gm20778",0,0,0,0
"Gm21769",18.5772,24.4874,8.0083,17.4697
"Gm21811",17.9846,16.0112,18.1606,15.4297
"6820431F20Rik",4.1878,4.1313,5.0988,3.228
"Gm15319",0,0,0,0
"Gm7807",1.1892,0,0.2197,0
"2610005L07Rik",5.8339,5.3937,5.1857,3.0432
"Gm21182",2.8856,2.9768,3.5186,3.7448
"Gm21092",8.0371,7.9198,7.5794,6.7684
"Gm21112",0.5946,0,0,0
"Gm21119",0.0454,0,0,0
"Gm20946",0,0,0,0
"Gm20797",0,0,0,0
"Gm20945",0,0,0.1109,0
"Gm20796",0,0,0.0218,0.0221
"Defb33",0,0,0,0
"Gm15056",0,0,0,0
"Gm6040",0,0,0,0
"AY761185",0,0,0,0
"Defa21",0,0,0,0
"Gm23142",0,0,0,0
"Defa23",0,0,0,0
"Defa35",0,0,0,0
"Defa-ps3",0,0,0,0
"Defa25",0,0,0,0
"Gm6689",0,0.2457,0.264,0
"Defa38",0,0,0,0
"Gm24568",0,0,0,0
"Gm2869",0,0,0,0.0493
"Defa-ps4",0,0,0,0
"Defa30",1.1513,0.2969,1.9144,0.3248
"Defa22",0,0,0,0
"Gm26240",0,0,0,0
"Defa31",0,0,0,0
"Defa41",0,0,0,0
"Defa-ps5",0,0,0,0
"Defa-ps6",0,0,0,0
"Defa-ps7",0.6819,0,0.7559,0
"Gm15303",0,0,0,0
"Defa40",0,0,0,0
"Defa-ps8",0,0,0,0
"Defa3",0,0,0,0
"Defa5",0,0,0,0
"Gm15300",0,0,0,0
"Defa27",0,0,0,0
"Defa29",0.2255,0.6979,0.25,0
"Gm23561",0,0,0,0
"Gm15302",0,0,0,0
"Defa-ps16",0,0,0,0
"Defa2",0,0,0,0
"Defa33",0,0,0,0
"Defa36",0,0,0,0
"Gm15305",0,0,0,0
"Defa-ps18",0,0,0,0
"Gm15309",0,0,0,0
"Defa42",0,0,0,0
"Gm23568",0,0,0,0
"Gm15304",0,0,0,0
"Defa-ps17",0,0,0,0
"Defa20",0,0,0,0
"Defa32",0,0,0,0
"Gm24423",0,0,0,0
"Defa37",0,0,0,0
"Gm15311",0,0,0,0
"Defa28",0,0,0,0
"Gm15312",0,0,0,0
"Defa43",0,0,0,0
"Gm24829",0,0,0,0
"Gm15314",0,0,0,0
"Defa26",0,0,0,0
"Gm15313",0,0,0,0
"Defa17",0,0,0,0
"Defa34",0,0,0,0
"Defa-ps9",0,0,0,0
"Defa-ps1",0,0,0,0
"Defa39",0,0,0,0
"Gm22447",0,0,0,0
"Gm7869",0,0,0,0
"Defa-ps10",0,0,0,0
"Defa24",0,0.282,0,0
"Defa-ps11",0,0,0,0
"Defb1",0.1314,0.1355,0,0.1483
"Gm15316",0,0,0,0
"Defb50",0,0,0,0
"Defb2",0,0,0,0
"Defb10",0,0,0,0
"Defb9",0,0,0,0
"Defb11",0,0,0.4006,0
"Gm36879",0,0,0.1849,0.0628
"Defb15",0,0,0.3681,0
"Gm45796",0,0,0,0
"Defb35",0,0,0,0
"Defb13",0,0,0,0
"Fam90a1a",0.0607,0,0.0673,0
"Ccdc70",0,0,0,0
"Atp7b",21.4325,22.3821,29.38,25.9545
"Alg11",51.8519,55.253,67.1295,61.8491
"Nek5",0.8304,0.8567,1.1835,0.5801
"Nek3",19.5809,19.1566,24.0056,24.258
"Ckap2",100.9119,117.4429,117.7058,138.9665
"Vps36",102.4727,98.0566,109.1699,112.4274
"Thsd1",4.0933,2.4053,3.3312,4.5314
"Rpl30-ps2",0.3937,1.6244,0.4364,3.554
"Tpte",0.2908,0.1285,0.4604,0.4219
"Slc25a15",21.0232,21.4984,27.816,31.1879
"1810012K16Rik",2.3037,3.0247,3.4823,3.0724
"Gm45452",0.6472,0,0,0.7304
"Gm6009",0.8183,0,1.3606,0.4617
"Gm45453",6.8494,3.4636,4.7639,2.2733
"Mrps31",47.3762,53.9001,52.0145,53.1873
"Smim19",23.5857,13.6608,18.6747,14.4131
"Slc20a2",65.8126,74.2796,69.0712,81.5461
"Gm17491",19.6302,21.7333,26.9252,23.942
"Vdac3",39.2503,35.9331,50.3266,45.7474
"Dkk4",0.0871,0.3595,0.4828,0.1966
