"","MD-R-EB-5","MD-R-EB-6","MD-R-EB-7","MD-R-EB-8"
"Gm38116",0,0,0,0
"Gm37138",0,0,0,0
"Gm25227",0,0,0,0
"Gm25168",0,0,0,0
"Gm6060",0.4041,0,0,0
"Gm28669",0,0,0,0
"Terf1",91.745,84.6611,81.0487,84.186
"Gm37509",1.1202,1.1028,1.2241,0.5544
"Sbspon",0.0738,0.4239,0.3137,0.1128
"Gm23259",0,0,0,0
"Gm7634",0,0,0,0
"4930444P10Rik",0.1475,0.2259,0.3134,0.4007
"Rpl7",1142.6089,1115.7182,1296.8869,1271.8561
"Rdh10",7.8511,7.9245,7.0454,6.9803
"Gm38249",0,0,0,0
"Gm28095",0,0.1538,0,0.0682
"Stau2",13.6954,14.3991,12.9042,14.9485
"Gm7568",0.1011,0.2323,0.4297,0
"Ube2w",15.4511,15.0985,16.2613,17.0832
"Gm38342",0.7829,0.8209,0.4339,0.8322
"Eloc",72.3352,70.9476,74.9927,78.5448
"D030040B21Rik",0.3274,0.2925,0.1546,0.2224
"Gm7654",0.297,0.1706,0,0.1513
"Tmem70",42.8013,38.6586,42.8644,37.758
"Ly96",1.7882,1.255,1.4775,1.7206
"Gm29649",0,0,0,0
"Gm5828",2.6721,3.2567,2.0855,2.6112
"Gm28376",1.1526,0,0,0
"4921511E07Rik",0,0.2817,0.2606,0.125
"Jph1",31.1109,31.1614,36.9525,35.1488
"Gm28783",0,0,0,0.2878
"Gdap1",0.2493,0.1657,0.223,0.2272
"Gm28784",0,0,0,0
"Gm28785",0,0.9221,0.5686,0.2727
"Gm5251",5.5873,3.2084,2.7395,2.1894
"Rbm6-ps1",0.6361,0.2435,0.5256,0.18
"Gm6075",0,0,0.4434,0
"Gm25166",0,0,0,0
"Pi15",0.1465,0.2524,0.1556,0.0299
"Gm28154",0.024,0.0276,0.1022,0.0735
"Gm16070",0.474,0.3211,0.6714,0.7058
"Crispld1",9.3904,9.1849,11.9328,12.1762
"Gm28153",0.645,2.0372,1.0279,2.4643
"Gm7690",0.0725,0,0,0.0739
"Gm18775",0.3462,0,0.3678,0
"Gm17969",0.2777,0.2278,0.2528,0.3233
"Gm28756",0.4736,0.136,0.5031,0.2815
"Gm28755",0,0,0,0
"Gm45784",0,0,1.5176,0
"Crisp4",0,0,0,0
"Defb44-ps",0,0,0,0
"Defb18",0,0,0,0
"Defb41",0,0,0,0
"Gm17837",0.103,0.473,0.2188,0.2098
"Gm5252",0.1116,0.2563,0,0
"Gm24075",0,0,0,0
"Gm28343",0,0,0,0
"Gm28344",0,0.4175,0,0
"Gm15825",0,0.3807,0.2348,0
"Tfap2d",0.0519,0,0,0
"Gm10075",0.5583,0.6412,0.3954,0.7584
"Tfap2b",0.016,0,0.034,0.0326
"Gm28340",0,0,0,0
"Gm28341",0,0,0,0
"Gm4849",0.4516,0.5186,0.4798,0.5521
"Gm24633",0,0,0,0
"Gm38382",0,0,0,0
"Pkhd1",0.1418,0.0895,0.1506,0.1155
"Gm37315",0.0292,0,0.0619,0.0297
"4930486I03Rik",0,0,0,0
"Gm15795",0.5503,0.2106,0,0.7475
"Gm24162",0,0,0,0
"Gm28653",0,0,0,0
"Mir206",0,0,0,0
"Mir133b",0,0,0,0
"Il17a",0,0,0,0
"Il17f",0.6521,0.2881,0.4263,0.1533
"Mcm3",330.405,318.5723,342.4435,309.8751
"Gm20587",0.0855,0.0982,0.1817,0
"Gm28065",0,0,0,0
"Gm24723",0,0,0,0
"6720483E21Rik",0.3623,0.728,0.7697,0.0923
"Paqr8",8.0582,8.7663,12.3303,11.2037
"Gm24171",0.7743,0,1.6451,1.5777
"Gm28064",0.3547,0.1358,0.7535,0.2409
"Efhc1",1.7456,2.0575,2.0497,1.404
"Tram2",12.2124,11.6296,12.8767,10.9528
"Gm28287",0,0,0,2.0819
"Gm2693",0.3553,0.204,0.3774,0.181
"Tmem14a",5.5558,6.4668,6.5402,6.1957
"Gm38224",0.0483,0,0,0.1476
"Gsta3",1.3309,1.2603,2.3813,1.8555
"Gm28836",0.4807,0.7361,0.6809,0.1633
"Gm7094",0.2771,0,0,0.2823
"Gm4956",0,0,0.1579,0
"Gm21909",0,0,0,0
"Khdc1a",0.3063,0.0586,0.1085,0.156
"Gm16329",0,0,0.5809,0
"Gm16327",0,0,0,0
"Khdc1c",0.0521,0.2394,0,0.0531
"Gm2709",0,0,0,0
"Gm16533",0,0,0,0
"Khdc1b",0,0.1042,0,0
"Gm16328",0,0,0,0
"Kcnq5",0.7255,0.9241,0.5325,0.4301
"Gm36949",0,0.0501,0.0926,0
"Gm7658",3.2487,2.6946,4.0264,3.4017
"Gm38243",0.1295,0.1487,0.1375,0.1978
"Gm5696",0,0,0,0
"Gm28239",0,0,0,0
"Rims1",9.5841,7.5067,4.023,4.0035
"Gm26866",0,0,0,0
"Gm7761",0,0,0,0
"Gm29506",0,0,0.1037,0
"Ppp1r14bl",0,0,0,0
"Gm24176",0,0,0,0
"Gm6420",0,0,0,0
"Mir30a",5.7144,3.2814,3.0353,1.4555
"Gm27028",1.7795,2.3356,0.5401,1.295
"Mir30c-2",0,0,0,0
"Gm29107",0,1.0071,1.2421,0.5956
"Gm20954",0,0,0,0
"Ogfrl1",10.1318,10.1993,11.9859,10.2968
"Gm7784",0.4102,0.3534,0.2179,0.8359
"Gm28822",0,0,0,0
"B3gat2",1.7333,1.5023,1.4939,1.5493
"Smap1",37.4795,35.1256,33.5165,32.779
"Sdhaf4",29.4774,27.9891,22.9314,23.5288
"Gm26524",0,0,0,0.265
"Fam135a",30.0519,28.354,29.8321,28.1709
"Gm37580",0.6158,0.624,0.8466,0.9965
"Gm26607",0,0,0.2486,0
"Col9a1",0.1601,0.1609,0.1701,0.1223
"Col19a1",0.0147,0.0507,0,0.015
"Gm26418",0,0,0,0
"Tubb4b-ps2",0.0759,0.2614,0,0.1546
"Gm28439",0,0,0,0
"Gm10222",6.9,2.3773,10.2622,5.9753
"Gm28438",132.8882,115.8127,187.3967,159.3496
"Gm28437",0.1295,0,0,0
"Gm10925",0.4488,0.1718,0,0
"Gm28661",0.4468,0.1711,0.3165,0.1517
"Gm29216",0.2062,0.7103,0.876,0.6301
"Lmbrd1",15.2315,15.7923,14.8251,14.3216
"Gm28594",0,0,0,0
"Gm28237",0,0,0,0
"Gm9443",0.2486,0,0,0.2533
"Gm29414",0,0,0,0
"Adgrb3",0.5684,0.408,0.4064,0.4176
"Gm15702",0,0,0,0.2327
"Gm20172",0.1962,0.1502,0,0
"Gm22260",0.9479,0,0,0
"Gm37543",0,0.113,0,0
"Gm37331",0.1803,0,0.1277,0.0306
"Gm37211",0,0.0339,0.0628,0.0602
"Gm37862",0.0801,0.046,0.0851,0
"Gm38286",0.196,0.075,0,0.0666
"Gm37880",0.0623,0,0,0.0952
"Gm25294",0,0,0,0
"Gm37011",0.2765,0.0794,0,0.1056
"Gm29214",0.5338,0.8175,0.3781,0
"Gm37051",0.2757,0.1187,0.1465,0
"Gm38260",0.1269,0.2333,0.0539,0.2587
"Gm37628",0.317,0.1071,0,0.152
"8030445P17Rik",0.259,0.085,0.3931,0.1508
"Gm38198",0.2832,0.2602,0.4213,0.1443
"Gm37077",0.1374,0.1894,0.4087,0.084
"Gm37895",0.4013,0.3584,0.6631,0.318
"Gm36952",0.8674,0.6748,0.1783,0.2851
"Gm37602",0.7048,0.6687,0.1953,0.6556
"2900022M07Rik",0.4987,0.5727,0.8476,0.5081
"2900002M20Rik",3.381,1.059,1.3061,1.5657
"Gm9884",0,0.286,0.3527,0.1691
"Gm18443",0,0,0,0
"Gm19123",0,0,0,0
"Gm24064",0,0,0,0
"4931408C20Rik",0,0,0,0
"Gm19641",0.2432,0.2793,0,0
"Gm5524",0,0,0,0
"Gm18776",0,0,0,0
"Gm19028",0.2166,0.4354,0.1151,0.2207
"Gm38089",0,0,0,0
"Gm7846",5.9229,4.2514,2.3596,3.7714
"Gm597",0,0,0,0
"Gm5697",0.0817,0.0939,0.1737,0.1665
"Gm6462",0,0,0,0
"Gm18033",0,0,0,0
"Gm25586",0,0,0,0
"Gm22679",0,0,0,0
"Gm23785",0,0,0,0
"Mir6342",0,0,0,0
"Gm5525",2.7058,2.93,3.1209,4.4108
"AC125120.1",0,0,0,0
"Gm7858",0.3261,0.5618,0,0.1661
"Gm23771",0,0,0,0
"Gm27430",0,0,0,0
"Gm9898",0,0,0,0
"Gm6473",0,0,0,0.1708
"Gm2914",0,0.3551,0,0
"Phf3",83.7889,79.0214,74.7969,72.1543
"Gm37522",3.4115,3.3929,3.0637,3.404
"Gm37906",9.2574,9.0964,8.4498,8.41
"Ptp4a1",34.7077,30.6835,37.4696,34.159
"Gm5698",0,0,0,0
"Gm9458",0,0,0,0
"4931428L18Rik",0.027,0,0,0
"Gm28644",0,0,0,0
"Gm29128",0,0,0,0
"Gm7893",0,0,0,0
"Lgsn",0,0,0,0
"Pih1d3",0,0,0,0
"Gm26145",0,0,0,0
"Gm4850",0,0,0,0
"Gm28645",0,0,0,0
"Gm6489",0.1457,0.3347,0,0
"Eef1a1-ps2",0,0,0,0
"Gm19680",0.2011,0.154,0.4273,0.1366
"Gm23032",0,0,0,0
"Gm7910",0,0,0,0
"Khdrbs2",0.0788,0.1132,0.1047,0.1305
"Gm25814",0,0,0,0
"Gm37999",0,0,0,0
"Gm37110",0.0623,0,0,0
"Gm37911",0,0,0,0
"Gm9839",0,0,0,0
"Gm37792",0,0,0,0
"Gm5415",0,0,0,0.0286
"Gm24732",0,0,0,0
"Gm37426",0,0,0,0
"Gm23024",0,0,0,0
"Gm37151",0,0,0,0
"Gm28624",0,0,0,0
"Gm37724",0,0,0,0
"Gm7114",0.1134,0.0651,0,0.1733
"Gm4785",0.1351,0,0,0
"Gm24901",0,0,0,0
"Gm37591",0,0,0,0.159
"Gm2987",0,0.0688,0,0
"Gm25792",0,0,0,0
"Gm18799",0,0,0,0
"Gm7933",0,0,0.1911,0
"Gm23453",0,0,0,0
"Prim2",22.2743,22.3834,23.3362,20.9181
"Gm29228",2.1839,1.9508,1.5467,1.2361
"Gm37618",1.7152,0.9471,1.0512,1.3442
"Gm17813",1.237,1.0654,0.657,1.2602
"1700001G17Rik",0.3423,0.2621,0.2424,0.6974
"Gm38173",0.0438,0,0.1863,0
"Rab23",24.02,21.8494,22.37,21.6903
"Bag2",11.8374,12.9093,12.1878,11.6546
"Gm37905",1.7847,0.3416,0.632,1.5152
"Zfp451",28.1768,27.1455,30.6544,29.4244
"Gm15455",0.3173,0.1367,0,0.485
"Bend6",1.8383,1.362,1.0079,1.5103
"Gm37067",0.0623,0.2862,0,0.2539
"Dst",46.1248,40.5031,41.2175,43.881
"Gm37354",1.9146,2.1988,2.3503,3.0776
"Gm28631",0,0,0,0.6188
"Gm23792",0,0,0,1.1112
"Gm38157",3.0465,2.8127,3.1729,2.6778
"Mir6896",2.7789,1.5957,5.9043,2.8312
"Gm26788",6.5754,4.945,6.9852,5.4673
"A930005N03Rik",3.2536,1.9617,3.1108,2.4032
"Gm37958",0,0,0,0
"Gm37385",0,0,0,0
"Gm5266",0,0,0,0
"Gm3052",0.0691,0,0.0734,0.0704
"Gm37233",0.9879,0.837,0.757,0.4455
"Mir5103",0,0,0,0
"Ccdc115",21.0199,19.8346,17.6269,19.6272
"Gm28306",1.7257,0.8808,1.6295,2.1488
"Imp4",43.238,42.0572,42.305,40.6923
"Ptpn18",1.4686,1.6867,1.7262,1.544
"Gm28417",1.1368,1.2089,0.8051,1.0724
"4930568A12Rik",0,0,0,0
"Prss39",0,0,0,0
"Gm28416",0,0,0,0
"Cfc1",1.8531,1.2321,0.8289,0.7949
"Gm28419",0.4271,1.2262,0,0.4351
"Prss40",0.1446,0.3874,0.1024,0.0982
"1700101I19Rik",0,0,0,0
"Amer3",0.1155,0.053,0.0491,0.1647
"Gm28418",0,0,0,0
"Gm36984",0,0,0,0
"Gm29730",0,0,0,0
"AA619741",0,0,0,0.16
"Arhgef4",3.0344,3.1423,2.9503,2.9552
"Gm37224",0,0,1.4561,0
"Gm37845",0,0.3281,0,1.7466
"Gm38336",2.1488,2.8334,1.5218,2.5946
"Fam168b",87.6315,89.7486,92.3303,87.8934
"Gm37127",6.0471,6.2158,6.5305,6.399
"Plekhb2",5.5877,5.1338,5.9091,5.3047
"Gm19430",0,0.109,0,0.0484
"Gm37670",0.4429,1.526,0,0.9025
"Gm8009",0,0,0,0
"Gm38027",0,0,0,0
"Gm25096",0,0,0,0
"Gm37068",0,0,0,0.1615
"Gm25634",0,0,0,0
"Gm28415",0,0,0,0
"1110002O04Rik",0,0,0,0
"Gm8022",0,0,0,0
"Gm37146",0,0,0,0
"Gm33222",0.7997,0.7654,0,0.2716
"4930535G08Rik",0.4773,0.8223,0,0
"Gm38049",0.0739,0.1698,0,0
"Hs6st1",46.5056,40.3567,41.6858,36.7518
"Gm37335",0,0,0,0
"Gm33280",0.8647,1.0468,0.9931,0.7619
"Uggt1",48.3279,45.0345,45.841,44.9192
"Mir6897",8.1799,1.8788,3.4759,8.3337
"Neurl3",0.0631,0.0362,0.067,0.0964
"Arid5a",1.3103,1.6349,1.1171,1.0383
"4930403P22Rik",0.9958,1.307,0.3023,2.6088
"Kansl3",31.097,29.6317,30.6542,28.8769
"Mir6898",0,1.5128,2.7988,0
"Fer1l5",2.6171,2.7308,3.255,3.398
"Lman2l",11.9638,12.1569,10.9232,11.7113
"Cnnm4",14.598,15.2937,16.6014,14.8084
"Gm37909",1.0336,1.133,0.5989,1.1009
"Gm47280",0,0,0,0
"Cnnm3",28.4226,28.6502,24.6389,26.0597
"Gm38033",0,0,0,0
"Ankrd23",1.5796,1.5117,1.3584,1.3794
"Gm42417",0.0436,0,0.0926,0
"Ankrd39",4.4896,4.255,3.6581,4.2188
"Sema4c",20.3832,22.978,24.9617,22.0715
"D430040D24Rik",1.1469,1.029,1.523,1.0589
"Fam178b",8.585,7.5955,5.7423,4.7296
"Gm6428",1.176,1.0129,0,0.5991
"Gm24133",0,0,0,0
"Cox5b",149.5568,145.3347,109.0431,121.9605
"Actr1b",101.4539,97.9546,88.5925,94.9236
"4933424G06Rik",0.1745,0.2004,0,0.0593
"Gm33533",0.0621,0,0,0
"Zap70",0.1695,0.4672,0.7203,0.2072
"Gm18828",0,0,0,0
"Tmem131",106.2145,101.3778,113.8774,104.3695
"Gm37506",6.3837,5.7022,1.507,5.0585
"Gm38115",1.9756,2.0276,2.2328,2.441
"F830112A20Rik",3.4553,2.0989,2.6696,2.5893
"Rpl12-ps1",0,0,0,0
"Vwa3b",0.5952,0.6055,0.542,0.1386
"Gm37020",0.409,0,0,0.1042
"Cnga3",0.2051,0.3827,0.4902,0.3917
"1700074A21Rik",0,0,0,0
"Inpp4a",5.2634,5.9102,5.7886,5.054
"4930439A04Rik",0.2356,0.1353,0,0
"Gm37135",0.1899,0.2181,0,0
"Coa5",56.661,57.1059,58.583,54.4799
"Unc50",38.6064,36.0751,38.7611,39.5942
"Mgat4a",5.6617,5.8963,7.2945,6.418
"4930594C11Rik",0.4786,0.5497,0.3129,0.4126
"Gm43213",0.17,0.3905,0,0.4041
"2010300C02Rik",0.7595,0.8493,0.9342,0.6312
"4930556I23Rik",0,0,0,0
"4930470B04Rik",0,0.0605,0,0.0537
"Gm19863",0,0,0,0.0466
"Tsga10",1.5887,1.3438,1.2734,1.4054
"Gm26805",0.0985,0.0377,0,0.0669
"Lipt1",10.5832,10.4504,10.0871,9.9256
"Mitd1",17.8693,19.0923,15.949,17.5338
"Mrpl30",35.5289,37.6618,40.349,35.4602
"Lyg2",0,0,0,0.0403
"Gm15457",0,0,0,0
"Lyg1",0,0,0,0
"Gm23409",0,0,0,0
"Txndc9",27.759,28.8212,30.4957,28.6897
"Eif5b",109.0221,106.9927,99.9641,101.6953
"Rev1",57.9507,56.2799,54.4356,55.2541
"Gm37062",13.1671,13.2939,15.9862,13.7096
"Gm5099",0.0549,0.063,0.1166,0
"Aff3",51.3553,49.0356,59.4634,60.4433
"Gm16150",4.2263,3.7041,2.8356,3.7392
"Gm16151",3.6509,2.9168,2.698,4.0429
"Gm16152",2.0801,2.5774,3.0238,3.5134
"Gm34727",2.8761,1.3212,5.296,2.5395
"Gm38135",0,0,0,0
"2610300A13Rik",0,0,0,0
"Lonrf2",1.0675,0.6208,1.0336,0.8949
"Chst10",7.2571,7.0006,4.8094,3.7141
"Gm37707",2.8088,1.0753,0.6631,0.6359
"Gm6621",0.1314,0,0.2792,0.2677
"Nms",0.2027,0.1164,0,0
"Pdcl3",38.2737,36.1695,41.6812,38.9445
"Gm37309",3.4656,5.0462,4.3391,4.1612
"Gm37821",0,0,0.1169,0
"Gm37091",0.0486,0,0,0.099
"Mir6349",0,0,0,0
"Npas2",0.3387,0.1216,0.2699,0.151
"Gm20428",0,0,0,0
"Gm3617",0.1828,0.2099,0,0
"Rpl31",852.697,871.4871,1026.3126,901.3749
"Tbc1d8",20.4642,19.1886,16.8242,16.8646
"Gm37265",0.4584,0.2632,0.487,0.1168
"Gm24826",0.4696,0,0,0.4784
"Cnot11",75.3498,74.0834,79.6169,76.7667
"Gm15832",4.4293,4.6417,3.2938,3.1588
"Snord89",5.5326,2.118,5.8774,7.5155
"Rnf149",45.4613,44.2884,40.246,43.1484
"Gm23722",32.7698,30.4661,26.5238,27.8217
"Gm5100",0,0,0,0
"Creg2",0.2664,0.1339,0.1415,0.2714
"D930019O06Rik",0.5815,0.4452,0.353,0.0564
"Rfx8",0.2371,0.4357,0.2015,0.0966
"Gm3646",0,0,0,0
"1700066B17Rik",0.3799,0.1091,0.2018,0.0968
"Map4k4",154.1624,143.2417,156.7195,144.2346
"4930456G14Rik",0,0,0,0
"Il1r2",0.4253,0.0611,0.3388,0.2166
"Gm16894",0,0.1383,0,0.1227
"Gm37347",0,0.0379,0.0702,0
"Il1r1",0.542,0.5309,0.7451,0.5684
"Gm38070",0,0,0,0
"Il1rl2",0.4914,0.4959,1.1389,0.6523
"Gm17970",0,0,0,0
"Il1rl1",0.0294,0.0507,0,0.06
"Il18r1",0,0,0,0
"Il18rap",0.0451,0.0345,0.0638,0.0306
"Gm35801",0,0,0,0
"Slc9a4",0,0,0,0.0227
"Gm37435",0,0,0,0
"Slc9a2",0.1307,0.1001,0.1851,0.0592
"Gm37623",0,0,0,0
"Gm37915",0,0.0357,0.0661,0
"Mfsd9",0.5146,0.4319,0.5887,0.3428
"Tmem182",0,0,0.0793,0
"Gm5973",0,0,0,0
"4930448I06Rik",0,0,0,0
"Gm28634",0,0,0,0
"Gm29260",0,0,0,0.0323
"Gm5267",0,0,0,0
"Gm8176",0,0,0,0
"Gm9915",0,0,0,0
"Gm29664",0,0,0,0
"Gm28175",0,0,0,0
"Gm28140",0,0,0,0
"Gm37047",0,0,0,0
"Pantr1",0.1365,0.0523,0.0967,0.0232
"4930420N18Rik",0,0,0,0
"Gm20646",0,0,0,0
"Pou3f3",0.2754,0.3163,0.1672,0.1871
"Pantr2",0.0807,0.278,0.3429,0.2466
"Dalir",0,0,0,0
"Mrps9",32.1732,31.8962,35.8242,34.4997
"Gm23126",2.2708,2.6079,3.2165,3.0847
"Gpr45",0.2522,0.2575,0.3573,0.2855
"Gm24001",0,0,0,0
"Tgfbrap1",8.4587,8.0794,9.0154,8.3729
"Gm28782",0.245,0.5627,0,0.2496
"8430432A02Rik",0.8127,0.56,1.0361,1.3248
"AI597479",36.6357,32.8107,39.7608,33.5892
